config,question,chunking,retrieval,llm,embedding,answer,generation_time,top_retrieval_scores,avg_retrieval_score,retrieved_chunks,context_overlap,answer_relevance,precision_at_k,recall,mrr
gemma3+minilm,What should I do if I encounter a venomous snake?,fixed_size,dense_minilm,gemma3,minilm,"Right, listen closely. The key here is respect – and distance. If you spot a snake, especially one you can’t positively identify, the absolute best course of action is to simply *leave it alone*. 

Don’t get close. Don’t try to track it. These creatures are perfectly capable of defending themselves, and frankly, you don’t want to add another risk to the situation. 

If you *must* move through an area where snakes could be present, be deliberate. Scan your surroundings. Don’t reach into dark crevices or under rocks without a thorough look first. And if you do encounter a snake, maintain a safe distance and back away slowly. 

Your priority is to avoid a confrontation. Understand? Good. Now, let’s move on.",6.997217416763306,"[0.6958530901409858, 0.6844487502929707, 0.6704318979205445]",0.6835779127848336,"['minilm_FM3-05-70_fixed_832', 'minilm_FM3-05-70_fixed_304', 'minilm_FM21-76_fixed_87']",0.5877192982456141,0.7439016103744507,0.6835779127848336,0.6835779127848337,0.6958530901409858
gemma3+minilm,What should I do if I encounter a venomous snake?,sentence,dense_minilm,gemma3,minilm,"Right, listen closely. If you’re bitten by a venomous snake, your immediate actions are absolutely critical. First, stay calm. Reassure the person bitten and get them to lie still – movement spreads the venom. 

Next, address shock. Get them lying down, elevate their legs if possible, and force fluids into them. Remove any rings, watches, or bracelets that could restrict blood flow. 

Carefully clean the bite area, and ensure they're breathing freely. Look for signs like swelling or difficulty breathing – these are serious. 

It’s vital to recognize the signs – a distinct puncture wound, bleeding, and rapid swelling. Don't panic, but act decisively. Your priority is to slow the spread of venom and get medical attention as quickly as possible.",7.032788991928101,"[0.6887059685302396, 0.6718573502776776, 0.6703701018233161]",0.6769778068770776,"['minilm_FM3-05-70_sent_96', 'minilm_FM3-05-70_sent_897', 'minilm_FM21-76_sent_78']",0.5254237288135594,0.8518734574317932,0.6769778068770776,0.6769778068770776,0.6887059685302396
gemma3+minilm,How can I build a shelter in cold weather?,page,dense_minilm,gemma3,minilm,"Right, let’s get you protected. Cold weather demands immediate action – your shelter is your priority. 

First, find a sturdy tree with dense branches above – that’s your foundation. Then, dig a pit around the trunk, packing the snow firmly to create a stable, insulated space. Layer evergreen boughs over the top for extra protection from the wind and snow. 

Think of it like a snow-filled cocoon. A well-built snow shelter can drastically reduce heat loss, preserving your energy and, frankly, your will to keep going. Don't underestimate the power of a solid shelter in a harsh environment.",5.638370752334595,"[0.7035397711221809, 0.6918189484243293, 0.6890111256496975]",0.694789948398736,"['minilm_FM21-76_page_38', 'minilm_FM21-76_page_49', 'minilm_FM21-76_page_155']",0.5934065934065934,0.7742774486541748,0.694789948398736,0.694789948398736,0.7035397711221809
gemma3+minilm,How can I build a shelter in cold weather?,fixed_size,dense_minilm,gemma3,minilm,"Right, let’s get you sheltered. Cold weather demands a solid defense, and a good shelter is absolutely critical. 

First, look for a tree with dense branches – that’s your starting point. Then, you’re going to dig out a snow pit around the base of that tree. Think of it as creating a snow-filled trench. Pack that snow firmly – it needs to be solid to support the structure. 

Next, gather evergreen boughs and place them over the top of the pit, creating a roof. This will trap the heat and keep you insulated. Remember, a tight, well-packed shelter is your best bet against the elements. Don't underestimate the power of a good snow structure.",6.475418567657471,"[0.7388043544944156, 0.7081279594164949, 0.6935672377791279]",0.7134998505633461,"['minilm_FM3-05-70_fixed_414', 'minilm_FM21-76_fixed_366', 'minilm_FM21-76_fixed_127']",0.5887850467289719,0.7142577171325684,0.7134998505633461,0.7134998505633461,0.7388043544944156
gemma3+minilm,How can I build a shelter in cold weather?,sentence,dense_minilm,gemma3,minilm,"Right, let’s talk about staying alive when the cold bites. Shelter is absolutely critical – it’s your first line of defense. 

Firstly, don’t overbuild. A small, well-insulated space is far better than a massive one you struggle to heat. 

Now, a snow cave is a fantastic option, but it takes effort. Dig deep – aim for about three meters – and pack the snow tightly. Ventilation is key; always leave a small opening. 

If you’re in an area with snow drifts, a simple lean-to shelter can work. Build it against a natural feature, like a rock or tree, and pack snow around the base for insulation. 

Remember, warmth comes from minimizing heat loss. Block the entrance, and keep that fire burning!",7.072540998458862,"[0.814384272844251, 0.7132281785655653, 0.7067129855686755]",0.7447751456594972,"['minilm_FM3-05-70_sent_458', 'minilm_FM21-76_sent_348', 'minilm_FM3-05-70_sent_463']",0.5486725663716814,0.7704520225524902,0.7447751456594972,0.7447751456594972,0.814384272844251
gemma3+minilm,What are the best methods to purify water for drinking?,page,dense_minilm,gemma3,minilm,"Right, let’s talk about water. It’s absolutely critical – you can’t survive long without it. 

The simplest thing is boiling. Bring the water to a rolling boil for at least one minute, preferably longer at higher altitudes. That’s your first line of defense. 

If you're in a situation where boiling isn’t possible, you need to build a still. Seriously, get yourself three of them. It’s a slow process, but it’s a reliable way to pull moisture from the environment – vegetation, damp ground… anything. 

And always, *always* have a container. If you don’t, improvise. A carefully pleated piece of plastic or cloth can work in a pinch. 

Stay sharp, stay observant, and keep that water flowing.",7.203446865081787,"[0.7285316094928419, 0.6805193244789813, 0.5654843135778193]",0.6581784158498808,"['minilm_FM3-05-70_page_100', 'minilm_FM21-76_page_61', 'minilm_FM21-76_page_55']",0.5514018691588785,0.5591111183166504,0.6581784158498808,0.6581784158498808,0.7285316094928419
gemma3+minilm,What are the best methods to purify water for drinking?,fixed_size,dense_minilm,gemma3,minilm,"Right, let’s talk about water – absolutely critical in any survival situation. You need to get it clean, and fast. 

The best approach, especially with saltwater, is a vegetation bag still. It consistently produces the most water, drawing moisture from plants. You’ll need at least three of these to cover your needs. 

Alongside that, build a filtering system. Layer sand, crushed rock, charcoal, and cloth – whatever you can find – to remove impurities. 

And remember, filtering just makes the water *palatable*. You *must* purify it afterwards. Rainwater, if collected safely, is a good start, but always boil it or use purification tablets to eliminate bacteria and viruses. Don’t compromise on this – your life depends on it.",6.872688055038452,"[0.7490614268606451, 0.7287949418626661, 0.5838856716321325]",0.6872473467851479,"['minilm_FM3-05-70_fixed_163', 'minilm_FM21-76_fixed_143', 'minilm_FM3-05-70_fixed_169']",0.6339285714285714,0.6896403431892395,0.6872473467851479,0.6872473467851479,0.7490614268606451
gemma3+minilm,What are the best methods to purify water for drinking?,sentence,dense_minilm,gemma3,minilm,"Right, let’s talk about water. It’s absolutely critical – you can’t survive without it. Now, the simple truth is, you need to purify *any* water you find, especially if it’s coming from a lake, pond, or stream. 

The best ways? Boiling is gold standard – bring it to a rolling boil for a full minute to kill off anything nasty. Alternatively, use purification tablets – follow the instructions *exactly*. 

If you don’t have a way to boil, iodine tablets are a good backup. Five drops of tincture of iodine per canteen – again, stick to the directions. 

Don’t take chances. Always purify your water. It’s a matter of life and death out here.",6.706573486328125,"[0.7317351923728529, 0.7288692942165153, 0.631049558322638]",0.6972180149706687,"['minilm_FM3-05-70_sent_173', 'minilm_FM21-76_sent_132', 'minilm_FM3-05-70_sent_473']",0.5145631067961165,0.8335782885551453,0.6972180149706687,0.6972180149706687,0.7317351923728529
gemma3+minilm,How do I start a fire without matches?,page,dense_minilm,gemma3,minilm,"Right, let’s get a fire going. It’s absolutely crucial to get this right – a fire is your lifeline out here. 

First, you need to understand the basics. You’ll need three things: tinder, kindling, and fuel. Tinder is your initial spark – something like dry grass or bird’s nest material. Kindling is small, dry sticks that catch fire from the tinder. Then, you build up with larger fuel wood. 

Now, without matches, you’ll need to create your own spark. A good method is using flint and steel. Find a piece of hard, sharp rock – flint is ideal – and a piece of steel. Strike the steel against the flint, focusing the sparks directly into your tinder. 

Keep the wind at your back, and be patient. It takes practice to get a good spark. Don’t give up!",8.010974168777466,"[0.6204980787638038, 0.6090420289446018, 0.5923586757594286]",0.6072995944892781,"['minilm_FM3-05-70_page_111', 'minilm_FM21-76_page_69', 'minilm_FM21-76_page_66']",0.689922480620155,0.7462282776832581,0.6072995944892781,0.6072995944892781,0.6204980787638038
gemma3+minilm,How do I start a fire without matches?,fixed_size,dense_minilm,gemma3,minilm,"Right, let's get a fire going, no matter what. You need to build a solid base, and it’s about patience. 

First, you’ll want to create a small, contained fire – a ‘starter’ – using tinder. Once that catches, you’ll build a pyramid of wood, layering it in stages, each layer smaller and at a right angle to the one below. This allows the flames to burn downwards, feeding itself and giving you a fire that will last. 

Don't rush it. A good fire is built, not blown into existence. Keep feeding it small pieces of wood as it grows. 

Now, if you don't have a lighter, you'll need to create that initial spark – friction is key.",6.972369432449341,"[0.6166482509048912, 0.603953664513223, 0.6029571297668102]",0.6078530150616414,"['minilm_FM3-05-70_fixed_185', 'minilm_FM21-76_fixed_154', 'minilm_FM3-05-70_fixed_179']",0.5185185185185185,0.7497252225875854,0.6078530150616414,0.6078530150616414,0.6166482509048912
gemma3+minilm,How do I start a fire without matches?,sentence,dense_minilm,gemma3,minilm,"Right, let’s get a fire going. It’s absolutely critical in a survival situation, and it’s about understanding the fundamentals. You need to create a reaction – a sustained burn. 

Firstly, find dry tinder. Build a small nest of it, and light it from the upwind side. Then, you’ll want to create a downward-burning fire. This means layering your fuel – logs – beneath the initial flame. 

If you're using a bow drill, you’ll need to create friction. Press down firmly on the drill with one hand, and saw the bow back and forth to generate heat. It’s a process of creating a gas from the wood, which then ignites. 

Don't forget, fire is a priority, but be mindful of your surroundings.",7.2620790004730225,"[0.6393991555065661, 0.6086977566857316, 0.5970366080325373]",0.6150445067416116,"['minilm_FM21-76_sent_143', 'minilm_FM3-05-70_sent_202', 'minilm_FM3-05-70_sent_181']",0.6071428571428571,0.8168355226516724,0.6150445067416116,0.6150445067416116,0.6393991555065661
gemma3+minilm,What plants are safe to eat in a survival situation?,page,dense_minilm,gemma3,minilm,"Right, let's talk about food – specifically, plants. The key here is *knowledge*. Don't assume anything is safe just because you see it growing. 

You absolutely *must* understand the plant's lifecycle. Some plants are only safe to eat at specific times – perhaps when the leaves are young, or the fruit is fully ripe. Take the pokeweed, for instance. The leaves are edible when it’s just starting to grow, but quickly become toxic. 

Similarly, the mayapple fruit is safe when it’s ripe, but everything else about the plant is dangerous. 

Always prioritize identifying familiar foods and understand the plant’s stage of growth before consumption.  Don’t rely on guesswork – it’s a matter of life and death.",5.381948709487915,"[0.6924250346749843, 0.6904526221069635, 0.6443016977642052]",0.6757264515153842,"['minilm_FM3-05-70_page_157', 'minilm_FM21-76_page_99', 'minilm_FM21-76_page_110']",0.7410714285714286,0.7177881002426147,0.6757264515153842,0.6757264515153842,0.6924250346749843
gemma3+minilm,What plants are safe to eat in a survival situation?,fixed_size,dense_minilm,gemma3,minilm,"Right, let’s talk about food. In a true survival situation, you *must* understand the plants around you. Don’t rely on a few days of starvation – your body needs consistent nourishment to maintain your strength and, frankly, your mental fortitude. 

Plants are a critical resource. They can provide you with food, medicine, and materials for shelter and fire. However, *never* eat anything unless you’re absolutely certain of its identification. 

Focus on familiar plants – things you recognize. And always, always, research the local flora before you go.  A little knowledge can be the difference between life and death out there.",4.414812803268433,"[0.6987810213706271, 0.6596679695839637, 0.656699937567889]",0.6717163095074934,"['minilm_FM3-05-70_fixed_253', 'minilm_FM21-76_fixed_218', 'minilm_FM3-05-70_fixed_254']",0.5894736842105263,0.8036794662475586,0.6717163095074934,0.6717163095074933,0.6987810213706271
gemma3+minilm,What plants are safe to eat in a survival situation?,sentence,dense_minilm,gemma3,minilm,"(Adjusts my pack, scanning the surroundings)

Right, let's talk about food. In a tough situation, your first priority is finding something you *know* you can eat. Initially, focus on what’s readily available – palms, bamboo, and common fruits. Don’t take chances. 

Tropical zones aren't inherently more dangerous when it comes to poisonous plants, but caution is key. Always, *always* double-check your identification. Utilize the illustrations in Appendix B and C – they’re your lifeline. 

Remember, plants offer more than just sustenance; they provide materials for shelter and even tools for hunting. But when it comes to food, start with the familiar and verify, verify, verify!",4.9554829597473145,"[0.6828953877502686, 0.6650925379598733, 0.6602038108959589]",0.6693972455353668,"['minilm_FM3-05-70_sent_430', 'minilm_FM3-05-70_sent_281', 'minilm_FM21-76_sent_210']",0.4803921568627451,0.7518786191940308,0.6693972455353668,0.6693972455353668,0.6828953877502686
gemma3+minilm,How can I signal for rescue?,page,dense_minilm,gemma3,minilm,"Right, let’s get this sorted. When you’re out there, your priority is getting found. The quickest way to do that is to make yourself visible. 

First, build a large, clear signal. Think big – a massive “X” or “SOS” on the ground using rocks, branches, or anything you can find. 

If you have a radio, use it! The key is a clear, concise message. ""Mayday, Mayday"" – that's the universal distress signal. Then give them your location, the number of people with you, and exactly what kind of help you need. 

Don't just sit and wait. Be proactive. Make a signal, make noise, and get found.",5.045029401779175,"[0.7457861472804288, 0.7362609903634499, 0.6416403867698701]",0.7078958414712496,"['minilm_FM3-05-70_page_317', 'minilm_FM21-76_page_200', 'minilm_FM21-76_page_208']",0.6565656565656566,0.5775482654571533,0.7078958414712496,0.7078958414712496,0.7457861472804288
gemma3+minilm,How can I signal for rescue?,fixed_size,dense_minilm,gemma3,minilm,"Right, let’s get you out of this. When you’re stranded, your priority is to make yourself visible. You need to be seen, and you need to be understood. 

Firstly, create signals that will stand out. Think large, bold shapes – a massive ‘X’ drawn in the dirt, a perfect circle, or a straight line. These are easily recognized, even from a distance. 

Secondly, use contrast. A big fire, a flash of light – anything that creates a sharp difference against the surrounding landscape. 

Don't just rely on one thing. Practice different methods, adapt them to your surroundings. The key is to be deliberate and persistent. Someone needs to see you, and you need to make sure they do.",5.28576397895813,"[0.7496720332008737, 0.7296112667997215, 0.7262024326949748]",0.7351619108985233,"['minilm_FM3-05-70_fixed_551', 'minilm_FM21-76_fixed_491', 'minilm_FM21-76_fixed_493']",0.5321100917431193,0.5813078880310059,0.7351619108985233,0.7351619108985233,0.7496720332008737
gemma3+minilm,How can I signal for rescue?,sentence,dense_minilm,gemma3,minilm,"Right, let’s get you out of this. The first thing to understand is that signaling isn’t just about waving a flag – it’s about calculated action. 

You need to assess the situation. Are there friendly forces nearby? If not, a bright signal could draw unwanted attention. 

Now, if you have a radio – *use it*. Familiarize yourself with its operation. It’s your quickest shot at contact. 

Alongside that, use anything reflective – a mirror, a piece of metal – get it high, draw the eye. 

Don’t waste energy on risky signals. Focus on clear, concise communication, and always be aware of your surroundings. Your safety is paramount.",4.979379177093506,"[0.7288239724976739, 0.6645688426984385, 0.6488668795134791]",0.6807532315698639,"['minilm_FM21-76_sent_469', 'minilm_FM3-05-70_sent_502', 'minilm_FM3-05-70_sent_614']",0.5204081632653061,0.6128257513046265,0.6807532315698639,0.6807532315698639,0.7288239724976739
gemma3+minilm,What should I do if I get lost in the wilderness?,page,dense_minilm,gemma3,minilm,"Right, let's get you out of this. First, stop. Panic is your enemy. You need to establish a calm, methodical approach. 

The immediate priority is shelter and water. Find a natural spot – a slight depression, a thicket – and begin building a basic lean-to. Then, locate a water source, even if it’s just melting snow. 

Movement is key, but do it smart. Don’t thrash through the undergrowth; move deliberately, using your body to navigate. If you're in a dense forest, look for a stream – water flows downhill, often leading to civilization. 

And always, always, maintain a sense of direction. Pay attention to the sun, the stars, and any natural landmarks. Don’t wander aimlessly; have a plan, and stick to it.",5.617895126342773,"[0.47516867153640824, 0.4467917916637665, 0.44360873995849603]",0.4551897343862236,"['minilm_FM3-05-70_page_225', 'minilm_FM3-05-70_page_254', 'minilm_FM3-05-70_page_265']",0.5495495495495496,0.5735657215118408,0.4551897343862236,0.4551897343862236,0.47516867153640824
gemma3+minilm,What should I do if I get lost in the wilderness?,fixed_size,dense_minilm,gemma3,minilm,"Right, let’s get you out of this. First, and this is absolutely critical – stop. Don’t panic. Panic burns energy and clouds your judgment. 

The immediate priority is shelter. Find or create a basic shelter, even if it’s just a natural depression or leaning branches. Then, focus on warmth. If you have anything at all – a piece of cloth, dry leaves – build a makeshift sleeping bag. 

Next, assess your situation. Try to determine where you last knew your location. Mark your path clearly – a pile of stones, a broken branch – so you can backtrack if necessary. 

And most importantly, conserve energy. Don’t waste movement. Stay put, stay warm, and stay alive.",4.967526435852051,"[0.5097058605335143, 0.5070830765786832, 0.5051600173036043]",0.5073163181386007,"['minilm_FM21-76_fixed_519', 'minilm_FM3-05-70_fixed_399', 'minilm_FM3-05-70_fixed_439']",0.40384615384615385,0.4217517077922821,0.5073163181386007,0.5073163181386006,0.5097058605335143
gemma3+minilm,What should I do if I get lost in the wilderness?,sentence,dense_minilm,gemma3,minilm,"Right, let’s get you out of this. First, panic is your enemy. Take a deep breath and assess – *slowly*. 

The biggest thing is visibility. If you’re in a whiteout, a snowy landscape, you need to break that monotony. Cross bridges at right angles, probing ahead with a pole – find the strongest point. Don’t just stumble across; distribute your weight, use snowshoes if you have them. 

And in a dense jungle? Move with intention. Slide, don’t blunder. 

Finally, shelter and warmth are critical. If you've got a tarp, build a lean-to. If not, create a makeshift sleeping bag from anything dry – leaves, moss, even parachute material – to retain body heat. 

Stay calm, stay observant, and prioritize your immediate needs.",5.679213762283325,"[0.5115813420078936, 0.4901683322054734, 0.47797740101077674]",0.4932423584080479,"['minilm_FM21-76_sent_369', 'minilm_FM3-05-70_sent_420', 'minilm_FM3-05-70_sent_440']",0.584070796460177,0.6307663917541504,0.4932423584080479,0.4932423584080479,0.5115813420078936
gemma3+minilm,How do I treat a broken bone in the wilderness?,page,dense_minilm,gemma3,minilm,"Right, let’s get this sorted. A broken bone in the wild is a serious situation, and speed is absolutely critical. 

First, assess the injury. We're dealing with fractures – breaks in the bone – and it’s vital to minimize movement. Any manipulation needs to be done with extreme caution. 

Now, there are two main types: open, where the bone is sticking out through the skin, and closed. An open fracture needs immediate attention as an open wound. 

If you notice the area below the break becoming numb, swelling, cool, or pale, and the person shows signs of shock, you've likely got a vessel compromised. Control this immediately. 

Immobilize the area as best you can – splinting is key. Focus on stabilization and getting the person to medical help as quickly as possible. Don’t try to set the bone yourself; that’s for trained professionals.",6.14836573600769,"[0.648745464242687, 0.5811256553650919, 0.521293150503393]",0.5837214233703906,"['minilm_FM21-76_page_28', 'minilm_FM21-76_page_27', 'minilm_FM3-05-70_page_48']",0.6115107913669064,0.7011870741844177,0.5837214233703906,0.5837214233703906,0.648745464242687
gemma3+minilm,How do I treat a broken bone in the wilderness?,fixed_size,dense_minilm,gemma3,minilm,"Right, let’s get this sorted. A broken bone in the wild is a serious situation, and speed is absolutely critical. 

First, minimize movement. Any further manipulation of the injured area could cause significant damage – nerve or blood vessel compression is a real threat. 

Now, your priority is warmth. Shock is a massive killer in these scenarios, and a fracture massively increases the risk. Build a shelter, insulate the victim, and get them warm. Use whatever you have – a sleeping bag, extra clothing, a fire – anything to raise their core temperature. 

If they're conscious, give them small sips of warm fluids, ideally with salt or sugar to help maintain hydration. Monitor them closely for any signs of worsening – numbness, swelling, a pale complexion, or any indication of shock. 

Get them stabilized, and then we focus on getting them rescued.",5.79826283454895,"[0.6714473792275303, 0.6625595137043329, 0.618548221158377]",0.6508517046967467,"['minilm_FM21-76_fixed_72', 'minilm_FM3-05-70_fixed_78', 'minilm_FM3-05-70_fixed_76']",0.47692307692307695,0.7248092889785767,0.6508517046967467,0.6508517046967467,0.6714473792275303
gemma3+minilm,How do I treat a broken bone in the wilderness?,sentence,dense_minilm,gemma3,minilm,"Right, let’s get this sorted. A broken bone is a serious situation, but staying calm is absolutely key. 

First, assess the situation – is the bleeding severe? If so, we need to control it immediately. A major vessel cut is a critical threat. Rest the victim, and start replacing lost fluids. 

Now, for the break itself, we can use leverage. If it's a smaller bone like an arm or leg, we can manually apply traction – pulling it gently upwards. You can create a system using a tree branch to assist with this. 

But be aware, a broken thighbone is a different beast. It’s incredibly strong, and we’ll need to be careful. 

Regardless, keep the person warm. Wet clothing is the enemy here. Build a shelter, use warm liquids, and do everything you can to maintain their body temperature. 

This is about stabilization and conservation of energy. Let’s get them",6.331373453140259,"[0.6355263077243316, 0.5894586074956646, 0.5825312842025464]",0.6025053998075142,"['minilm_FM21-76_sent_64', 'minilm_FM3-05-70_sent_79', 'minilm_FM3-05-70_sent_76']",0.48201438848920863,0.7132378816604614,0.6025053998075142,0.6025053998075142,0.6355263077243316
gemma3+minilm,What are the signs of hypothermia and how do I treat it?,page,dense_minilm,gemma3,minilm,"Right, let’s talk about this – hypothermia. It’s a serious threat, and you need to recognize it fast. The first sign is almost always shivering, but don’t just dismiss it. That shivering can quickly spiral out of control, making it impossible for you to do anything useful. 

The key is prevention, always. But if you start to feel that uncontrollable shaking, get yourself into cover. Layer up – anything to reduce heat loss. 

If you suspect you’re getting cold, you need to warm yourself *slowly*. Absolutely *do not* try to warm up with direct heat like a fire. That can cause further damage. Instead, immerse the affected area in warm water – around 99 to 109 degrees Fahrenheit. 

Keep checking yourself, and if you're alone, cover your face and nose. Stay calm, and get yourself warm. That’s the priority.",6.272076845169067,"[0.5845191316965311, 0.5665393628131313, 0.5491121849675481]",0.5667235598257369,"['minilm_FM21-76_page_150', 'minilm_FM3-05-70_page_236', 'minilm_FM3-05-70_page_64']",0.5882352941176471,0.6769974231719971,0.5667235598257369,0.5667235598257369,0.5845191316965311
gemma3+minilm,What are the signs of hypothermia and how do I treat it?,fixed_size,dense_minilm,gemma3,minilm,"Right, let's get this sorted. Hypothermia is a serious threat – it’s about your body losing heat faster than it can generate it. The first sign you’ll see is shivering, and it’ll quickly escalate, making it hard to think clearly or take care of yourself. 

Beyond that, watch for confusion, irritability, and a pale, clammy skin. You need to act *immediately*. The best thing you can do is get the person out of the cold, get them into shelter, and try to warm them up. If possible, elevate their legs to improve circulation. Don't let them sweat – that will actually accelerate heat loss. Get them dry, and if you have anything to create a small fire, that's a huge help.  Don’t delay, this can quickly become life-threatening.",5.623555421829224,"[0.6041556907157246, 0.5661597287820718, 0.5591414114712353]",0.5764856103230106,"['minilm_FM21-76_fixed_356', 'minilm_FM21-76_fixed_317', 'minilm_FM3-05-70_fixed_404']",0.528,0.6868243217468262,0.5764856103230106,0.5764856103230106,0.6041556907157246
gemma3+minilm,What are the signs of hypothermia and how do I treat it?,sentence,dense_minilm,gemma3,minilm,"Right, listen closely. Hypothermia is a serious threat when you’re out in the cold. It's when your body loses heat faster than it can replace it. You’ll start to notice shivering, often accompanied by shouting, struggling, and a profound sense of weakness. You might even find yourself unconscious. 

The key is early recognition. If you’re feeling any of these symptoms, *immediately* stop what you’re doing. Get yourself into a sheltered spot, remove any wet clothing, and build a fire if possible.  You need to warm yourself up as quickly as possible.  Treat for dehydration with lightly salted water – that’s crucial.  Don’t let it progress.  A rapid drop in body temperature can lead to cardiac arrest, so act fast.",5.282334804534912,"[0.6106916993377306, 0.5541516476706054, 0.5508307036211005]",0.5718913502098122,"['minilm_FM21-76_sent_92', 'minilm_FM3-05-70_sent_445', 'minilm_FM21-76_sent_299']",0.4444444444444444,0.6637661457061768,0.5718913502098122,0.5718913502098122,0.6106916993377306
mistral+nomic,How do I find water in the desert?,page,dense_nomic,mistral,nomic,"In a desert environment, finding water can be challenging but not impossible. One method is extracting juice from barrel cacti, which are common in some deserts. To do this, carefully cut off the top of a barrel cactus without a machete. It might take time and effort due to its tough rind and long spines. Once you've cut it, mash or squeeze the pulp to extract the juice. However, avoid consuming the pulp itself.

Another approach is finding water sources beneath sandy or dune deserts. Look for low spots where water may have pooled after rainfall or look for footprints of animals that indicate a potential water source. If possible, dig a hole and place a container to collect any seepage.

Remember, always be cautious when consuming desert water as it may contain harmful bacteria. Boiling the water if possible can help purify it before drinking. In",8.346474409103394,"[0.7889768313085016, 0.7693016661078774, 0.7362635863821281]",0.764847361266169,"['nomic_FM3-05-70_page_90', 'nomic_FM21-76_page_135', 'nomic_FM21-76_page_132']",0.6830985915492958,0.9054381847381592,0.764847361266169,0.764847361266169,0.7889768313085016
mistral+nomic,How do I find water in the desert?,fixed_size,dense_nomic,mistral,nomic,"In the desert, finding water can be a challenge. Here are some practical tips:

1. Trails often lead to water sources, so follow where they converge. Look out for signs like campsites, fire pits, animal droppings, and trampled terrain.
2. Birds tend to circle over water holes, especially during dawn and sunset when their flight is fast and close to the ground.
3. Digging behind the first group of sand dunes or in valleys can help you find fresh water that has seeped into the ground.
4. If you have a container, heat rocks and drop them into a cloth submerged in water. Then hold the cloth over a hole to absorb steam and wring out the water for drinking.
5. Lastly, consider building an open desert shelter using two layers of parachute material. White is best for reflecting heat, and darker materials for the innermost",4.387160062789917,"[0.8205092901412794, 0.7920053694717805, 0.7629138218326788]",0.7918094938152462,"['nomic_FM3-05-70_fixed_150', 'nomic_FM3-05-70_fixed_148', 'nomic_FM3-05-70_fixed_145']",0.781021897810219,0.8839434385299683,0.7918094938152462,0.7918094938152462,0.8205092901412794
mistral+nomic,How do I find water in the desert?,sentence,dense_nomic,mistral,nomic,"In a desert environment, finding water is crucial for survival. Here are some strategies to help you locate potential water sources:

1. Follow Trails: Converging trails often lead to water sources. Look out for signs of camps, campfire ashes, animal droppings, and trampled terrain, which may indicate the presence of water.

2. Bird Activity: Observe flocks of birds circling over water holes, especially at dawn and sunset.

3. Mirages: Be aware of mirages, which can deceive you about the presence of water. However, if a mirage persists for an extended period or appears to be moving, it might indicate a real water source.

4. Low Rainfall: Keep in mind that most deserts receive very little rainfall and that when it does, it quickly runs off the ground surface. So, if you encounter any signs of recent rainfall such as damp soil, dried",4.471027851104736,"[0.8241793570681957, 0.7590389304421507, 0.7576470967768686]",0.7802884614290716,"['nomic_FM3-05-70_sent_156', 'nomic_FM3-05-70_sent_387', 'nomic_FM21-76_sent_288']",0.562962962962963,0.9158469438552856,0.7802884614290716,0.7802884614290716,0.8241793570681957
mistral+nomic,What should I do if I encounter a venomous snake?,page,dense_nomic,mistral,nomic,"If you encounter a venomous snake, it's crucial to maintain a safe distance. Never attempt to tease or molest them as they can become aggressive. Avoid putting your hands into dark places without investigating first and be cautious when stepping over fallen trees or walking through heavy brush and tall grass.

If you inadvertently come into contact with a snake, stay calm and apply a pressure immobilization bandage around the bite area to limit venom spread. Seek medical help immediately. Always wear proper footgear, particularly at night, and check your bedding, shelter, and clothing for snakes before use. Use sticks to turn logs and rocks instead of your hands. Remember, snakes cannot close their eyes, so a seemingly asleep snake could be alert and ready to strike.",3.7631282806396484,"[0.7817448657345412, 0.7620108459615009, 0.7444035422236353]",0.7627197513065592,"['nomic_FM3-05-70_page_531', 'nomic_FM21-76_page_32', 'nomic_FM3-05-70_page_184']",0.7540983606557377,0.8685344457626343,0.7627197513065592,0.7627197513065592,0.7817448657345412
mistral+nomic,What should I do if I encounter a venomous snake?,fixed_size,dense_nomic,mistral,nomic,"If you come across a venomous snake while exploring, it's essential to maintain a safe distance. Never attempt to handle or provoke these creatures. Instead, carefully back away from the area, ensuring not to panic and make sudden movements that might scare the snake further. Avoid sleeping near brush, tall grass, large boulders, or trees where snakes may be hiding. Additionally, avoid putting your hands into dark places like rock crevices, heavy brush, or hollow logs without first investigating. Lastly, remember to walk carefully, watch where you step, and look closely when picking fruit or moving around water. These precautions can help minimize the risk of accidental snakebites in areas with venomous snakes.",3.4934747219085693,"[0.8165181218952207, 0.7970906283307369, 0.7964017944235391]",0.803336848216499,"['nomic_FM3-05-70_fixed_304', 'nomic_FM3-05-70_fixed_832', 'nomic_FM21-76_fixed_260']",0.6306306306306306,0.9123940467834473,0.803336848216499,0.803336848216499,0.8165181218952207
